,Name,Date,Developer,Publisher,Genre,Price,Langs,DLC,Mature,Single,Score
29,Baba Is You,"13 Mar, 2019",Hempuli Oy,Hempuli Oy,['Indie'],55.95,"['English', 'Spanish - Spain', 'Korean', 'Norwegian', 'Polish', 'Thai', 'French', 'Italian', 'Dutch', 'Japanese', 'Portuguese', 'Portuguese - Brazil', 'Turkish', 'Vietnamese', 'German', 'Czech']",1,0,1.0,0.9552836872599356
30,One Finger Death Punch,"3 Mar, 2014",Silver Dollar Games,Silver Dollar Games,"['Action', 'Casual', 'Indie']",18.5,['English'],0,0,1.0,0.9548482080856222
31,Finding Paradise,"14 Dec, 2017",Freebird Games,Freebird Games,"['Adventure', 'Indie', 'RPG']",36.95,"['English', 'Simplified Chinese', 'Polish', 'Ukrainian', 'Spanish - Spain', 'Korean', 'Italian', 'Portuguese - Brazil', 'Czech', 'Russian', 'German', 'Turkish', 'Hungarian', 'French', 'Spanish - Latin America']",1,0,1.0,0.9515993604968604
32,The Room 4: Old Sins,"11 Feb, 2021",Fireproof Games,Fireproof Games,['Adventure'],32.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Russian', 'Turkish']",0,1,1.0,0.956447196918898
33,ATRI -My Dear Moments-,"18 Jun, 2020",Frontwing,ANIPLEX.EXE,"['Adventure', 'Casual']",77.65,"['English', 'Simplified Chinese', 'Traditional Chinese', 'Japanese']",1,0,1.0,0.9529470328955894
34,Before Your Eyes,"8 Apr, 2021",GoodbyeWorld Games,Skybound Games,"['Adventure', 'Indie']",36.95,"['English', 'French', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Simplified Chinese', 'Traditional Chinese']",1,0,1.0,0.9485356020256522
35,Kind Words (lo fi chill beats to write to),"12 Sep, 2019",Popcannibal,Popcannibal,"['Casual', 'Indie']",18.5,['English'],1,0,1.0,0.9497045629861912
36,Tiny Bunny,"16 Apr, 2021",Saikono,Saikono,"['Adventure', 'Indie', 'Early Access']",36.95,"['English', 'Russian', 'Simplified Chinese']",1,1,1.0,0.9528359234007816
37,Webbed,"9 Sep, 2021",Sbug Games,Sbug Games,"['Action', 'Adventure', 'Indie']",36.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese']",1,0,1.0,0.945932204824172
38,Post Void,"6 Aug, 2020",YCJY Games,YCJY Games,"['Action', 'Indie']",10.95,['English'],0,1,1.0,0.94564873027129
39,CLANNAD,"28 Apr, 2004",VisualArts/Key,Sekai Project,"['Adventure', 'Casual']",169.95,"['English', 'Japanese', 'Simplified Chinese']",1,0,1.0,0.9485825288928418
40,Tales of the Black Forest,"25 Sep, 2019",拾英工作室,SakuraGame,"['Adventure', 'Indie', 'RPG']",14.5,"['English', 'Simplified Chinese', 'Traditional Chinese', 'Japanese']",0,0,1.0,0.9461943520126652
41,Touhou Tenkuushou ~ Hidden Star in Four Seasons.,"11 Aug, 2017",上海アリス幻樂団,"Mediascape Co., Ltd.","['Action', 'Indie']",55.95,"['English', 'Japanese']",0,0,1.0,0.947065724077878
42,Touhou Mystia's Izakaya,"1 Oct, 2021",二色幽紫蝶,二色幽紫蝶,"['Casual', 'Indie', 'RPG', 'Simulation']",18.7,"['English', 'Simplified Chinese']",1,0,1.0,0.9468894614925276
43,Epic Battle Fantasy 5,"30 Nov, 2018",Matt Roszak,Matt Roszak,"['Adventure', 'RPG', 'Strategy']",73.95,"['English', 'French', 'German', 'Portuguese - Brazil', 'Japanese', 'Korean', 'Polish', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Traditional Chinese', 'Vietnamese', 'Spanish - Spain']",1,0,1.0,0.9479838129988254
44,Monster Prom 2: Monster Camp,"23 Oct, 2020",Beautiful Glitch,Beautiful Glitch,"['Indie', 'Simulation']",43.95,['English'],1,1,1.0,0.9405336980732448
45,Cube Escape Collection,"14 Oct, 2020",Rusty Lake,Rusty Lake,"['Adventure', 'Indie']",18.5,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Traditional Chinese', 'Simplified Chinese', 'Danish', 'Japanese', 'Korean', 'Dutch', 'Polish', 'Russian', 'Czech', 'Turkish', 'Vietnamese', 'Swedish', 'Portuguese', 'Spanish - Latin America']",0,0,1.0,0.94537832723759
46,Far Away,"17 Aug, 2021",HongCha Games,Thermite Games,"['Adventure', 'Casual', 'Indie', 'RPG']",36.95,"['English', 'Simplified Chinese']",0,0,1.0,0.9436777476375992
47,Bug Fables: The Everlasting Sapling,"21 Nov, 2019",Moonsprout Games,DANGEN Entertainment,"['Action', 'Adventure', 'Indie', 'RPG']",73.95,"['English', 'Spanish - Latin America', 'Japanese', 'Portuguese - Brazil']",1,0,1.0,0.9387397520572636
48,Aokana - Four Rhythms Across the Blue,"27 Sep, 2019",sprite,NekoNyan Ltd.,"['Adventure', 'Casual']",131.95,"['English', 'Japanese', 'Simplified Chinese', 'Traditional Chinese']",1,1,1.0,0.9412066011829616
49,Riddle Joker,"18 Dec, 2020",Yuzusoft,NekoNyan Ltd.,"['Adventure', 'Casual']",131.95,"['English', 'Japanese', 'Simplified Chinese', 'Traditional Chinese']",0,1,1.0,0.9417246608007755
50,TY the Tasmanian Tiger,"12 Dec, 2016",Krome Studios,Krome Studios,"['Action', 'Adventure', 'Indie']",55.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain']",1,0,1.0,0.9349782039475266
51,planetarian HD,"8 May, 2017",VisualArts/Key,VisualArts,"['Adventure', 'Casual', 'Simulation']",36.95,"['English', 'Simplified Chinese', 'Japanese', 'German', 'Traditional Chinese', 'French', 'Spanish - Spain', 'Spanish - Latin America']",0,0,1.0,0.9369918417352008
52,pureya,"26 Mar, 2021",Majorariatto,Majorariatto,"['Action', 'Casual', 'Indie']",21.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Bulgarian', 'Czech', 'Danish', 'Dutch', 'Finnish', 'Greek', 'Hungarian', 'Japanese', 'Korean', 'Norwegian', 'Polish', 'Portuguese', 'Portuguese - Brazil', 'Romanian', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Swedish', 'Thai', 'Traditional Chinese', 'Turkish', 'Ukrainian', 'Vietnamese']",1,0,1.0,0.9363305759972844
53,SUPER CHICKEN JUMPER,"24 Sep, 2021",Sewer Cat,Sewer Cat,"['Action', 'Adventure', 'Casual', 'Indie', 'Racing']",18.5,"['English', 'Portuguese - Brazil']",0,0,1.0,0.9303124890581572
54,Sabbat of the Witch,"26 Oct, 2018",Yuzusoft,NekoNyan Ltd.,"['Adventure', 'Casual', 'Simulation']",110.95,"['English', 'Japanese']",1,1,1.0,0.9310058657349568
55,HROT,"29 Jan, 2021",Spytihněv,Spytihněv,"['Action', 'Indie', 'Early Access']",73.95,"['English', 'Czech']",0,1,1.0,0.9291248765308944
56,Milk outside a bag of milk outside a bag of milk,"16 Dec, 2021",Nikita Kryukov,Nikita Kryukov,"['Casual', 'Indie']",32.95,"['English', 'Russian', 'Simplified Chinese', 'Turkish', 'Portuguese - Brazil', 'Polish', 'Spanish - Spain']",1,0,1.0,0.9293018136989324
57,Touhou Kouryudou ~ Unconnected Marketeers.,"3 May, 2021",上海アリス幻樂団,"Mediascape Co., Ltd.","['Action', 'Indie']",55.95,"['English', 'Japanese']",0,0,1.0,0.9267653051907372
58,Monolith,"7 Jun, 2017",Team D-13,Team D-13,"['Action', 'Indie']",29.5,"['English', 'German']",1,0,1.0,0.929787396397574
59,Epiphyllum in Love,"16 Mar, 2020",#workshop,NVLMaker,"['Adventure', 'Casual', 'Indie']",14.5,"['English', 'Simplified Chinese', 'Traditional Chinese']",1,1,1.0,0.9315649221134054
60,Wobbledogs,"28 Jan, 2021",Animal Uprising,Secret Mode,"['Casual', 'Indie', 'Simulation', 'Early Access']",55.95,['English'],1,0,1.0,0.9285114112472346
61,Sakuya Izayoi Gives You Advice And Dabs,"10 Feb, 2020",Sigyaad Team,Sigyaad Team,['Casual'],3.5,"['English', 'Simplified Chinese', 'Spanish - Latin America', 'Portuguese - Brazil', 'Russian', 'Spanish - Spain', 'Korean']",1,0,1.0,0.932279502655586
62,Smile For Me,"31 May, 2019",Day Lane,LimboLane,"['Adventure', 'Casual', 'Indie']",47.95,['English'],1,0,1.0,0.9203849228577012
63,千面 Melancholy Love,"3 Jan, 2020",白露社,PeriScope Game,"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation']",18.5,"['English', 'Simplified Chinese']",0,0,1.0,0.9274191591685828
64,Summer Pockets,"29 Jun, 2018",VisualArts/Key,VisualArts,"['Adventure', 'Casual']",169.95,"['English', 'Japanese']",1,1,1.0,0.9263222968556714
65,Don't Escape: 4 Days to Survive,"11 Mar, 2019",scriptwelder,Armor Games Studios,"['Adventure', 'Indie']",55.95,"['English', 'Polish', 'German']",0,0,1.0,0.9281670852146228
66,Chicory: A Colorful Tale,"10 Jun, 2021",Greg Lobanov,Finji,"['Adventure', 'Indie', 'RPG']",73.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Russian']",1,0,1.0,0.9299096978612454
67,COMPOUND,"15 May, 2018",Bevan McKechnie,Bevan McKechnie,"['Action', 'Indie', 'Early Access']",73.95,['English'],0,0,1.0,0.920889117817126
68,Bang-On Balls: Chronicles,"3 Mar, 2021",Exit Plan Games,Exit Plan Games,"['Action', 'Casual', 'Indie', 'Early Access']",62.95,"['English', 'French', 'German', 'Polish', 'Russian', 'Portuguese - Brazil', 'Spanish - Spain', 'Simplified Chinese', 'Japanese', 'Korean', 'Turkish']",0,0,1.0,0.921777052293368
69,Milo and the Magpies,"7 Sep, 2021",Johan Scherft,Second Maze,"['Adventure', 'Indie']",7.25,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Czech', 'Danish', 'Dutch', 'Japanese', 'Korean', 'Polish', 'Portuguese', 'Portuguese - Brazil', 'Romanian', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Swedish', 'Traditional Chinese', 'Turkish', 'Vietnamese']",0,0,1.0,0.9242435285976484
70,Walkabout Mini Golf VR,"15 Jul, 2021",Mighty Coconut,Mighty Coconut,"['Casual', 'Indie', 'Sports']",55.95,"['English', 'French', 'German', 'Japanese', 'Korean', 'Simplified Chinese', 'Spanish - Latin America']",1,0,1.0,0.9211011716558012
71,Incredibox,"16 Aug, 2009",So Far So Good,So Far So Good,"['Casual', 'Indie']",21.95,"['English', 'French', 'Italian', 'German', 'Arabic', 'Simplified Chinese', 'Traditional Chinese', 'Korean', 'Spanish - Latin America', 'Japanese', 'Norwegian', 'Polish', 'Portuguese - Brazil', 'Russian', 'Thai', 'Turkish', 'Vietnamese']",1,0,1.0,0.9182606904931132
72,Hello Charlotte EP3: Childhood's End,"4 Jan, 2018",etherane,etherane,"['Indie', 'RPG']",10.95,"['English', 'Russian', 'Simplified Chinese', 'Korean', 'Spanish - Spain', 'Portuguese - Brazil']",1,1,1.0,0.9220502882779308
73,Touhou Kanjuden ~ Legacy of Lunatic Kingdom.,"14 Aug, 2015",上海アリス幻樂団,"Mediascape Co., Ltd.","['Action', 'Indie']",55.95,"['English', 'Japanese']",0,0,1.0,0.9178095051155178
74,Pajama Sam: No Need to Hide When It's Dark Outside,"4 Oct, 1996",Humongous Entertainment,Humongous Entertainment,"['Adventure', 'Casual']",25.95,"['English', 'German', 'Dutch', 'French']",0,0,1.0,0.9148363236289117
75,9-nine-:Episode 2,"16 Aug, 2019",PALETTE,Sekai Project,"['Action', 'Casual', 'Simulation']",73.95,"['English', 'Japanese', 'Traditional Chinese']",0,1,1.0,0.9139886659195516
76,Linelight,"30 Jan, 2017",My Dog Zorro,My Dog Zorro,"['Action', 'Adventure', 'Casual', 'Indie']",36.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Russian']",1,0,1.0,0.913020020277887
77,Little Busters! English Edition,"1 Nov, 2017",VisualArts/Key,VisualArts,"['Adventure', 'Casual', 'Simulation']",131.95,"['English', 'Japanese']",1,0,1.0,0.915537631935228
78,Aokana - EXTRA1,"6 Nov, 2020",sprite,NekoNyan Ltd.,"['Adventure', 'Casual']",62.95,"['English', 'Japanese', 'Simplified Chinese', 'Traditional Chinese']",0,1,1.0,0.9174337377084956
79,Frog Detective 2: The Case of the Invisible Wizard,"9 Dec, 2019",Grace Bruxner,worm club,"['Adventure', 'Casual', 'Indie']",18.5,['English'],1,0,1.0,0.8970285165138231
80,Kaze and the Wild Masks,"26 Mar, 2021",PixelHive,SOEDESCO,"['Action', 'Adventure', 'Casual', 'Indie']",73.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Russian', 'Japanese', 'Simplified Chinese', 'Traditional Chinese', 'Thai', 'Arabic', 'Bulgarian', 'Czech', 'Danish', 'Dutch', 'Finnish', 'Greek', 'Hungarian', 'Korean', 'Norwegian', 'Polish', 'Portuguese', 'Romanian', 'Spanish - Latin America', 'Swedish', 'Turkish', 'Ukrainian', 'Vietnamese']",1,0,1.0,0.910222641291289
81,The Witcher® 3: Wild Hunt,"18 May, 2015",CD PROJEKT RED,CD PROJEKT RED,['RPG'],139.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Czech', 'Hungarian', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Traditional Chinese', 'Turkish', 'Simplified Chinese']",1,1,1.0,0.9655229444938652
82,The Witcher® 3: Wild Hunt,"18 May, 2015",CD PROJEKT RED,CD PROJEKT RED,['RPG'],139.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Czech', 'Hungarian', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Traditional Chinese', 'Turkish', 'Simplified Chinese']",1,1,1.0,0.9655229444938652
83,Wallpaper Engine,Nov 2018,Wallpaper Engine Team,Wallpaper Engine Team,"['Casual', 'Indie', 'Animation & Modeling', 'Design & Illustration', 'Photo Editing', 'Utilities']",14.99,"['English', 'German', 'Simplified Chinese', 'Polish', 'Portuguese - Brazil', 'French', 'Italian', 'Spanish - Spain', 'Finnish', 'Japanese', 'Korean', 'Swedish', 'Thai', 'Traditional Chinese', 'Turkish', 'Portuguese', 'Russian', 'Danish', 'Czech']",1,0,0.0,0.9702921957733026
84,Left 4 Dead 2,"16 Nov, 2009",Valve,Valve,['Action'],36.95,"['English', 'Danish', 'Dutch', 'Finnish', 'French', 'German', 'Italian', 'Japanese', 'Korean', 'Norwegian', 'Polish', 'Portuguese', 'Russian', 'Simplified Chinese', 'Spanish - Spain', 'Swedish', 'Traditional Chinese', 'Hungarian', 'Turkish', 'Bulgarian', 'Czech', 'Greek', 'Portuguese - Brazil', 'Romanian', 'Spanish - Latin America', 'Thai', 'Ukrainian', 'Vietnamese']",0,1,1.0,0.9652450453310908
85,Euro Truck Simulator 2,"18 Oct, 2012",SCS Software,SCS Software,"['Indie', 'Simulation']",71.95,"['English', 'German', 'French', 'Italian', 'Korean', 'Spanish - Spain', 'Simplified Chinese', 'Russian', 'Japanese', 'Portuguese', 'Polish', 'Danish', 'Dutch', 'Finnish', 'Norwegian', 'Swedish', 'Hungarian', 'Czech', 'Romanian', 'Turkish', 'Portuguese - Brazil', 'Bulgarian', 'Greek', 'Ukrainian']",1,0,1.0,0.9674358708211112
86,Phasmophobia,"18 Sep, 2020",Kinetic Games,Kinetic Games,"['Action', 'Indie', 'Early Access']",51.95,"['English', 'Portuguese', 'Spanish - Spain', 'Portuguese - Brazil', 'German', 'French', 'Italian', 'Bulgarian', 'Czech', 'Danish', 'Dutch', 'Finnish', 'Greek', 'Hungarian', 'Japanese', 'Korean', 'Norwegian', 'Polish', 'Romanian', 'Russian', 'Simplified Chinese', 'Swedish', 'Traditional Chinese', 'Turkish', 'Ukrainian']",0,0,1.0,0.9614870257177344
87,Hollow Knight,"24 Feb, 2017",Team Cherry,Team Cherry,"['Action', 'Adventure', 'Indie']",55.95,"['English', 'French', 'German', 'Spanish - Spain', 'Korean', 'Simplified Chinese', 'Italian', 'Portuguese - Brazil', 'Russian', 'Japanese']",1,0,1.0,0.9591080739465896
88,The Binding of Isaac: Rebirth,"4 Nov, 2014","Nicalis, Inc.","Nicalis, Inc.",['Action'],55.95,['English'],1,0,1.0,0.9653773278001918
89,Bloons TD 6,"17 Dec, 2018",Ninja Kiwi,Ninja Kiwi,['Strategy'],36.95,"['English', 'French', 'Italian', 'German', 'Danish', 'Finnish', 'Japanese', 'Korean', 'Norwegian', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Swedish', 'Traditional Chinese', 'Turkish']",0,0,1.0,0.9616702906465598
90,Mount & Blade: Warband,"31 Mar, 2010",TaleWorlds Entertainment,TaleWorlds Entertainment,"['Action', 'RPG']",69.95,"['English', 'Czech', 'French', 'German', 'Hungarian', 'Polish', 'Simplified Chinese', 'Traditional Chinese', 'Spanish - Spain', 'Turkish']",1,0,1.0,0.9636756361380616
91,Half-Life 2,"16 Nov, 2004",Valve,Valve,['Action'],36.95,"['English', 'French', 'German', 'Italian', 'Korean', 'Spanish - Spain', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Dutch', 'Danish', 'Finnish', 'Japanese', 'Norwegian', 'Polish', 'Portuguese', 'Swedish', 'Thai']",1,0,1.0,0.9605339994323652
92,Deep Rock Galactic,"13 May, 2020",Ghost Ship Games,Coffee Stain Publishing,['Action'],110.95,"['English', 'French', 'German', 'Spanish - Spain', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Ukrainian', 'Italian', 'Japanese', 'Korean', 'Turkish', 'Spanish - Latin America']",1,1,1.0,0.9552694396429964
93,Slay the Spire,"23 Jan, 2019",Mega Crit Games,Mega Crit Games,"['Indie', 'Strategy']",92.95,"['English', 'Simplified Chinese', 'French', 'German', 'Korean', 'Russian', 'Japanese', 'Polish', 'Ukrainian', 'Spanish - Spain', 'Italian', 'Dutch', 'Traditional Chinese', 'Turkish', 'Thai', 'Portuguese - Brazil', 'Vietnamese']",1,0,1.0,0.9643176434145108
94,Dead Cells,"6 Aug, 2018",Motion Twin,Motion Twin,"['Action', 'Indie']",89.99,"['English', 'French', 'Simplified Chinese', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Portuguese', 'Russian', 'Turkish', 'Korean', 'Traditional Chinese', 'Portuguese - Brazil']",1,0,1.0,0.9559091710032356
95,Satisfactory,"8 Jun, 2020",Coffee Stain Studios,Coffee Stain Publishing,"['Adventure', 'Indie', 'Simulation', 'Strategy', 'Early Access']",110.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Czech', 'Dutch', 'Finnish', 'Greek', 'Hungarian', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Turkish', 'Ukrainian', 'Vietnamese']",0,0,1.0,0.956751430676
96,Slime Rancher,"1 Aug, 2017",Monomi Park,Monomi Park,"['Action', 'Adventure', 'Indie', 'Simulation']",73.95,"['English', 'French', 'German', 'Spanish - Spain', 'Russian', 'Swedish', 'Simplified Chinese', 'Japanese', 'Portuguese - Brazil', 'Korean']",1,0,1.0,0.9621203359907956
97,Resident Evil 2,"24 Jan, 2019","CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",['Action'],192.0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Polish', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Japanese', 'Korean', 'Portuguese - Brazil']",1,1,1.0,0.9584943615617704
98,Hotline Miami,"23 Oct, 2012",Dennaton Games,Devolver Digital,"['Action', 'Indie']",36.95,"['English', 'French', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Russian', 'Polish']",1,0,1.0,0.9573681586161186
99,Dyson Sphere Program,"20 Jan, 2021",Youthcat Studio,Gamera Game,"['Indie', 'Simulation', 'Strategy', 'Early Access']",73.95,"['English', 'Simplified Chinese']",1,0,1.0,0.96072399524881
100,Dishonored,"11 Oct, 2012",Arkane Studios,Bethesda Softworks,"['Action', 'Adventure']",44.99,"['English', 'German', 'French', 'Italian', 'Spanish - Spain']",1,0,1.0,0.9577756156854867
101,BattleBlock Theater®,"15 May, 2014",The Behemoth,The Behemoth,"['Action', 'Adventure', 'Casual', 'Indie']",55.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Simplified Chinese', 'Traditional Chinese', 'Russian']",0,0,1.0,0.955569015280558
102,Inscryption,"19 Oct, 2021",Daniel Mullins Games,Devolver Digital,"['Adventure', 'Indie', 'Strategy']",75.95,"['English', 'French', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Russian', 'Simplified Chinese', 'Italian', 'Portuguese - Brazil', 'Traditional Chinese', 'Turkish']",1,0,1.0,0.952088203200549
103,Persona 4 Golden,"13 Jun, 2020",ATLUS,SEGA,['RPG'],63.0,"['English', 'Japanese', 'Korean', 'Traditional Chinese']",0,1,1.0,0.9542112410496756
104,Celeste,"25 Jan, 2018","Extremely OK Games, Ltd.",Matt Makes Games Inc.,"['Action', 'Adventure', 'Indie']",73.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese']",1,0,1.0,0.9590839313985812
105,Ravenfield,"18 May, 2017",SteelRaven7,SteelRaven7,"['Action', 'Indie', 'Early Access']",55.95,['English'],0,0,1.0,0.9504142470713968
106,Broforce,"15 Oct, 2015",Free Lives,Devolver Digital,"['Action', 'Adventure', 'Casual', 'Indie']",55.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Simplified Chinese']",1,0,1.0,0.9521112866693886
107,Soundpad,"9 Nov, 2016",Leppsoft,Leppsoft,"['Audio Production', 'Utilities']",18.5,"['English', 'German', 'French', 'Korean', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Italian', 'Spanish - Spain', 'Japanese', 'Polish', 'Thai', 'Czech', 'Danish', 'Dutch', 'Finnish', 'Norwegian', 'Swedish', 'Turkish', 'Ukrainian', 'Bulgarian', 'Greek', 'Hungarian', 'Romanian', 'Vietnamese']",0,0,,0.949069814414639
108,Cookie Clicker,"1 Sep, 2021",Orteil,Playsaurus,"['Casual', 'Indie', 'Simulation', 'Strategy']",18.5,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Czech', 'Dutch', 'Japanese', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Korean']",1,0,1.0,0.9563246783111324
109,VA-11 Hall-A: Cyberpunk Bartender Action,"21 Jun, 2016",Sukeban Games,Ysbryd Games,"['Adventure', 'Indie', 'Simulation']",55.95,"['English', 'Japanese', 'Simplified Chinese']",0,0,1.0,0.9550164519344376
110,The Wolf Among Us,"11 Oct, 2013",Telltale,Telltale,"['Action', 'Adventure', 'Casual']",63.0,['English'],0,0,1.0,0.9548128169896184
111,STAR WARS™ Empire at War - Gold Pack,"16 Feb, 2006",Petroglyph,LucasArts,['Strategy'],73.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain']",0,0,1.0,0.95107073061388
112,Half-Life 2: Episode Two,"10 Oct, 2007",Valve,Valve,['Action'],29.5,"['English', 'French', 'German', 'Russian', 'Danish', 'Dutch', 'Finnish', 'Italian', 'Japanese', 'Korean', 'Norwegian', 'Polish', 'Portuguese', 'Simplified Chinese', 'Spanish - Spain', 'Swedish', 'Traditional Chinese']",1,0,1.0,0.9468011938784672
113,Duck Game,"4 Jun, 2015",Landon Podbielski,Adult Swim Games,"['Action', 'Indie']",47.95,['English'],0,0,1.0,0.9447516143477972
114,The Room,"28 Jul, 2014",Fireproof Games,Fireproof Games,"['Adventure', 'Indie']",18.5,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese - Brazil']",0,0,1.0,0.9531492670367976
115,Super Hexagon,"27 Nov, 2012",Terry Cavanagh,Terry Cavanagh,"['Action', 'Indie']",10.95,['English'],0,0,1.0,0.9455106251152976
116,Clone Drone in the Danger Zone,"27 Jul, 2021",Doborog Games,Doborog Games,"['Action', 'Indie']",73.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Japanese', 'Korean']",0,0,1.0,0.9459929794960684
117,Townscaper,"26 Aug, 2021",Oskar Stålberg,Raw Fury,"['Casual', 'Indie', 'Simulation']",21.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Czech', 'Danish', 'Dutch', 'Finnish', 'Greek', 'Hungarian', 'Japanese', 'Korean', 'Norwegian', 'Polish', 'Portuguese', 'Portuguese - Brazil', 'Romanian', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Swedish', 'Traditional Chinese', 'Turkish', 'Ukrainian']",0,0,1.0,0.9476438610941134
118,The Room Two,"5 Jul, 2016",Fireproof Games,Fireproof Games,"['Adventure', 'Indie']",18.5,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese - Brazil']",0,0,1.0,0.9516993388832676
119,"Hot Dogs, Horseshoes & Hand Grenades","5 Apr, 2016",RUST LTD.,RUST LTD.,"['Action', 'Indie', 'Simulation', 'Early Access']",73.95,['English'],0,0,1.0,0.943384785536995
120,Just Shapes & Beats,"31 May, 2018",Berzerk Studio,Berzerk Studio,"['Action', 'Indie']",73.95,"['English', 'French', 'Japanese', 'Korean', 'German', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Italian', 'Spanish - Spain', 'Spanish - Latin America', 'Polish', 'Portuguese', 'Portuguese - Brazil']",1,0,1.0,0.9514816327647978
121,Dorfromantik,"25 Mar, 2021",Toukana Interactive,Toukana Interactive,"['Casual', 'Indie', 'Simulation', 'Strategy', 'Early Access']",36.95,"['English', 'German', 'French', 'Italian', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Traditional Chinese', 'Polish', 'Swedish', 'Spanish - Spain', 'Turkish', 'Arabic', 'Dutch', 'Hungarian', 'Japanese', 'Norwegian', 'Portuguese', 'Ukrainian']",1,0,1.0,0.9479012964603648
122,Phoenix Wright: Ace Attorney Trilogy,"9 Apr, 2019","CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",['Adventure'],144.0,"['English', 'Japanese', 'French', 'German', 'Simplified Chinese', 'Traditional Chinese', 'Korean']",1,0,1.0,0.950129161118156
123,STEINS;GATE,"8 Sep, 2016",MAGES. Inc.,"Spike Chunsoft Co., Ltd.",['Adventure'],110.95,"['English', 'Japanese', 'Simplified Chinese', 'Traditional Chinese']",0,0,1.0,0.9463031461741712
124,NEKOPARA Vol. 3,"25 May, 2017",NEKO WORKs,Sekai Project,"['Casual', 'Indie']",36.95,"['English', 'Japanese', 'Traditional Chinese']",1,1,1.0,0.9428644465910064
125,Touhou Luna Nights,"25 Feb, 2019",Team Ladybug,WSS playground,"['Action', 'Adventure', 'Indie']",66.95,"['English', 'Simplified Chinese', 'Japanese', 'Korean', 'French', 'German']",1,0,1.0,0.9494396155894764
126,Stronghold Crusader HD,"31 Jul, 2002",FireFly Studios,FireFly Studios,"['Simulation', 'Strategy']",36.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Polish', 'Japanese', 'Russian', 'Simplified Chinese', 'Ukrainian', 'Portuguese - Brazil']",0,0,1.0,0.945818828974754
